,Campanhas de Doação - em andamento (mínimo 10 mil reais mobilizados),,,,,,,,,,
,Campanhas,Organizador (a) / Beneficiário (a),Cidade,Estado,Valor Doado,in Dollars,Doadores,Referência,Observação,,
260,Desafio do Bem,Quero Quero,Porto Alegre,RS,"R$ 179.698,00","$ 34.557,31",,https://www.queroquero.com.br/desafiodobem,,,
261,Doar para Salvar,CDL Itaúnas,Itaúnas,MG,"R$ 2.000.000,00","$ 384.615,38",,https://g1.globo.com/mg/centro-oeste/noticia/2020/04/22/campanha-arrecada-r-2-milhoes-para-custear-leitos-no-hospital-manoel-goncalves-em-itauna.ghtml,,,
262,Festival Sorria,Editora Mol,São Paulo,SP,"R$ 125.000,00","$ 24.038,46",,https://www.instagram.com/p/CAvu_jbnQMS/,,,
263,FIEMG,FIEMG,Belo Horizonte,MG,"R$ 1.137.066,00","$ 218.666,54",0,https://www7.fiemg.com.br/publicacoes-internas/transparencia,,,
264,Força tarefa de enfrentamento à Covid-19,ACIP,Paraíso do Tocantins,TO,"R$ 14.150,00","$ 2.721,15",,http://surgiu.com.br/2020/04/09/forca-tarefa-de-enfrentamento-a-covid-19-em-paraiso-recebe-mais-doacoes-de-equipamentos/,,,
265,Fundo Una+,"""+ Unidos""",São Paulo,SP,"R$ 5.000.000,00","$ 961.538,46",,https://maisunidos.org/unamais/,,,
266,Governo do Estado de Minas Gerais,Estado de Minas Gerais,Belo Horizonte,MG,"R$ 8.400.000,00","$ 1.615.384,62",,https://www.diariodoaco.com.br/noticia/0078449-defesa-civil-recebe-doacao-de-produtos-para-auxiliar-no-combate-a-pandemia,,,
267,Governo do Estado de São Paulo,Estado de São Paulo,São Paulo,SP,"R$ 46.753.167,69","$ 8.990.993,79",1117,https://www.saopaulo.sp.gov.br/coronavirus/doacoes/,,,
268,Hospital de Caridade São Vicente de Paulo (HSV),Hospital de Caridade São Vicente de Paulo,Jundiaí,SP,R$ 1.264.215,"$ 243.118,19",,https://www.jj.com.br/jundiai/sao-vicente-recebe-r-12-milhao-em-doacoes/,,,
269,iFood,Vários,Nacional,BR,R$ 1.393.645,"$ 268.008,65",97497,,,,
270,Juntos de Coração,ACIC,Criciúma,SC,"R$ 102.000,00","$ 19.615,38",,https://juntosdecoracao.com.br/,,,
271,Juntos combatemos 3X mais,Insittuto Cyrela,São Paulo,SP,"R$ 169.670,00","$ 32.628,85",,,,,
272,Juntos na luta contra o Coronavírus,Albert Einstein Voluntários,São Paulo,SP,"R$ 1.628.150,58","$ 313.105,88",,https://www.facebook.com/voluntarioseinstein/photos/a.316227635210434/1606287279537790/?type=3&theater,,,
273,Juntos pela Vida,FEHOFES,Vitória,ES,"R$ 254.425,00","$ 48.927,88",,https://juntospelavidaes.org/,,,
274,Mercado Bitcoin,Hospital de Cirurgia de Sergipe,Aracaju,SP,"R$ 137.000,00","$ 26.346,15",,https://blog.mercadobitcoin.com.br/bitcoin-ajudando-no-combate-a-covid-exemplo-pratico,,,
275,Multiplicado Solidariedade,Engie,Rio de Janeiro,RJ,"R$ 250.440,00","$ 48.161,54",,https://www.engie.com.br/covid-19-a-energia-nao-pode-parar/,,,
276,Nubank,Nubank,São Paulo,SP,"R$ 100.000,00","$ 19.230,77",4800,https://cultura.estadao.com.br/blogs/direto-da-fonte/responsabilidade-social-526/,,,
277,O Amor Contagia,FUNPAR,Curitiba,PR,"R$ 2.123.117,79","$ 408.291,88",,http://www.funpar.ufpr.br/oamorcontagia/,,,
278,PiauíFest,Colégio Santa Cruz,São Paulo,SP,"R$ 84.600,00","$ 16.269,23",,https://drive.google.com/file/d/1tsA_ckrlK6FuGZrsy834Q3oi1DKL8Ln9/view?usp=sharing,,,
279,PwC,PwC,São Paulo,SP,"R$ 270.000,00","$ 51.923,08",,https://soma.amcham.com.br/pwc-brasil-2/,,,
280,Rede Jundiaí de Cooperação,Prefeitura de Jundiaí,Jundiaí,SP,"R$ 2.461.715,95","$ 473.406,91",80,https://www.jj.com.br/jundiai/na-luta-contra-a-covid-19-doacoes-superam-r-2-mi/,,,
281,Salvando Vidas COVID 19,FIEC,Fortaleza,CE,"R$ 8.500.000,00","$ 1.634.615,38",,https://www1.sfiec.org.br/fiec-noticias/search/132606/setor-privado-cearense-se-une-em-campanha-de-arrecadacao-no-combate-ao-coronavirus,Descontada a doação da CSP e do SESI-CE,,
282,Seja solidário sem sair de casa ,Instituto CCP,São Paulo,SP,"R$ 215.100,00","$ 41.365,38",167,http://www.ccpsa.com.br/pb/2020/04/08/campanha-arrecada-mais-de-r-215-mil/,,,
283,Solidariedade Contra o Coronavírus,Instituto Cultural Floresta,Porto Alegre,RS,"R$ 5.000.000,00","$ 961.538,46",,https://www.institutomillenium.org.br/no-sul-sociedade-civil-se-junta-para-unir-esforcos-no-combate-ao-coronavirus/,Desconta a doação de 10 MI do Grupo Zaffari,,
284,SulAmérica,SulAmérica,São Paulo,SP,"R$ 81.960,00","$ 15.761,54",1171,http://sulamerica.comunique-se.com.br/show.aspx?idMateria=SlT5VWlnP8RMfI0EX10ARA==,,,
285,Todos pela Saúde,Itaú,São Paulo,SP,,,848,https://youtu.be/BURgP7Jt220,,,
286,TRE Solidário,TRE-CE,Fortaleza,CE,"R$ 29.500,00","$ 5.673,08",,https://www.focus.jor.br/covid-19-tre-do-ceara-organiza-2a-etapa-de-campanha-solidaria/,,,
287,UberEats,Uber,Nacional,BR,"R$ 420.000,00","$ 80.769,23",,https://veja.abril.com.br/blog/radar/clientes-ja-doaram-r-420-mil-para-seus-restaurantes-favoritos/,,,
288,Um Ar de Esperança,Ar de Esperança,São Paulo,SP,"R$ 11.740,00","$ 2.257,69",96,https://www.kickante.com.br/campanhas/um-ar-esperanca,,,
289,Unidos contra a Covid,Fiocruz,Rio de Janeiro,RJ,"R$ 40.000,00","$ 7.692,31",,https://unidos.fiocruz.br/transparencia.html,,,
290,USP Vida,USP,São Paulo,SP,"R$ 390.000,00","$ 75.000,00",2000,https://jornal.usp.br/institucional/professora-do-instituto-de-fisica-e-uma-das-maiores-doadoras-do-programa-usp-vida/,Descontada doação de Lia Queiroz Amara,,
291,Visão Mundial,Visão Mundial,São Paulo,SP,"R$ 11.000.000,00","$ 2.115.384,62",,https://valor-globo-com.cdn.ampproject.org/c/s/valor.globo.com/google/amp/empresas/noticia/2020/06/24/solidariedade-visao-mundial-leva-ajuda-a-15-milhao-de-brasileiros.ghtml,Descontada doação de Lia Queiroz Amara,,
,,Total,,,R$ 137.376.747,R$ 26.418.605,108.441,,,`,
,,,,,,,,,,,
,Campanhas de Doação - encerradas (mínimo 10 mil reais mobilizados),,,,,,,,,,
,Campanhas,Organizador (a) / Beneficiário,,,Valor Doado,in Dollars,Doadores,Referência,Observação,,
292,#1 Campanha: Máscaras para Crianças em Tratamento,Projeto Sunny Day,Rio de Janeiro,RJ,"R$ 10.991,00","$ 2.113,65",114,https://www.catarse.me/1_campanha_mascaras_para_criancas_em_tratamento_5180,,,
293,#ElasContraCovid19 - Moradores de Rua/SP,Marina Toth,São Paulo,SP,"R$ 16.552,63","$ 3.183,20",95,https://www.vakinha.com.br/vaquinha/elascontracovid19-moradores-de-rua-sp,,,
294,#Umsótime,B3,São Paulo,SP,"R$ 296.458,00","$ 57.011,15",1.169,https://benfeitoria.com/B3umsotime?fbclid=IwAR2rbTq8w5ksOJxa4qsiTS7itmrI4AXQE6XTzsUKELCPuCbKRA4YuBPeafc,,,
295,#VIDROABRACAVIDAS,Owens Illinois Brasil,São Paulo,SP,"R$ 16.180,72","$ 3.111,68",174,https://www.vakinha.com.br/vaquinha/vidroabracavidas,,,
296,"3,2,1 Beauty","3,2,1 Beauty",São Paulo,SP,"R$ 23.576,43","$ 4.533,93",214,https://www.vakinha.com.br/vaquinha/321beauty,,,
297,A fome não pode esperar,Paróquia de São Pedro,Tamandaré,PE,"R$ 21.360,15","$ 4.107,72",133,https://www.vakinha.com.br/vaquinha/a-fome-nao-pode-esperar-pe-arlindo-laurindo-de-matos-junior,,,
298,A solidariedade é o que nos faz um!,Clinica Bruno Cosme,João Pessoa,PB,"R$ 35.461,00","$ 6.819,42",263,https://www.vakinha.com.br/vaquinha/a-solidariedade-que-nos-faz-um,,,
299,ABDDoe,Associação de Ex-Alunos da FMABC,ABC - RMSP,SP,"R$ 38.834,40","$ 7.468,15",183,https://abacashi.com/p/abcdoe,,,
300,Abrace uma Causa Pátria,Várias Organizações,São Paulo,SP,"R$ 4.990.000,00","$ 959.615,38",0,https://patria.abraceumacausa.com.br/,,,
301,AÇÃO COMUNITAS: Apoio à alimentação de crianças vulneráveis,Comunitas,Santos,SP,"R$ 1.104.005,00","$ 212.308,65",0,https://soma.uhuu.com/evento/sp/sao-paulo/acao-comunitas-apoio-a-alimentacao-de-criancas-vulneraveis-9127#/,,,
302,Ação Covid-19 Crea+ Brasil,Crea+Brasil,São Paulo,SP,"R$ 23.629,40","$ 4.544,12",194,https://abacashi.com/p/acao-covid-19-crea-brasil,,,
303,"Ação emergencial ""Parque dos Falcões"" ",Parque dos Falcões,Itabaiana,SE,"R$ 32.860,00","$ 6.319,23",504,https://www.kickante.com.br/campanhas/acao-emergencial-parque-dos-falcoes,,,
304,AÇÃO SOLIDÁRIA DA CONFRARIA FEMININA DO JARDIM EUROPA,Confraria Feminina do Jardim Europa,Porto Alegre,RS,"R$ 15.950,00","$ 3.067,31",82,https://www.vakinha.com.br/vaquinha/acacao-solidaria-da-confraria-feminina-do-jardim-europa,,,
305,Acolha o Asilo Wajunkai - COVID 19,Asilo Wajunkai,Maringá,PR,"R$ 16.431,62","$ 3.159,93",141,https://www.vakinha.com.br/vaquinha/acolha-o-asilo-wajunkai-covid-19,,,
306,Adote uma Favela,Casa da Agência Popular Solano Trindade,São Paulo,SP,"R$ 48.825,00","$ 9.389,42",294,https://www.kickante.com.br/campanhas/adote-uma-favela,,,
307,Ajuda ao RETIRO DOS ARTISTAS,Elymar Santos,,,"R$ 51.494,01","$ 9.902,69",470,https://www.vakinha.com.br/vaquinha/ajuda-ao-retiro-dos-artistas-elimar-dos-santos,,,
308,Ajuda aos Catadores de Materiais Recicláveis de Juiz de Fora ♻️ ,Alicer,Juiz de Fora,MG,"R$ 17.744,43","$ 3.412,39",229,https://www.vakinha.com.br/vaquinha/ajude-a-alicer-associacao-lixo-certo-catadores-de-reciclaveis,,,
309,Ajudar São Paulo contra o Corona Vírus,Arcah,São Paulo,SP,"R$ 156.917,97","$ 30.176,53",498,https://www.vakinha.com.br/vaquinha/ajudar-os-mais-debilitados-com-o-corona-virus-covid-19,,,
310,Ajude 120 famílias com fome a evitar o Covid-19,Gestos,Recife,PE,"R$ 31.925,00","$ 6.139,42",275,https://www.kickante.com.br/campanhas/ajude-mais-120-familias-que-precisam,,,
311,Ajude a comprar um respirador para a Santa Casa de Paranavaí,Santa Casa de Paranavaí,Paranavaí,PR,"R$ 73.751,75","$ 14.183,03",383,https://www.vakinha.com.br/vaquinha/ajuda-para-comprar-um-respirador-para-a-santa-casa-de-paranavai,,,
312,Ajude a CUFA a ampliar seu combate ao Coronavírus,CUFA,Rio de Janeiro,RJ,"R$ 443.524,57","$ 85.293,19",2.794,https://www.vakinha.com.br/vaquinha/ajude-a-cufa-a-ampliar-seu-combate-ao-coronavirus,,,
313,Ajude a proteger a população em situação de rua de São Paulo do coronavírus,Missão Belém,São Paulo,SP,"R$ 125.313,76","$ 24.098,80",2339,https://voaa.me/campanha-moradores-rua-coronavirus,,,
314,Ajude as autônomas do Lisbela,Lisbela,São Paulo,SP,"R$ 24.240,04","$ 4.661,55",170,https://www.vakinha.com.br/vaquinha/ajude-as-autonomas-do-lisbela,,,
315,Ajude o Hospital Santa Cruz de Canoinhas,Hospital Santa Cruz de Canoinhas,Canoinhas,SC,"R$ 90.125,77","$ 17.331,88",1168,https://www.vakinha.com.br/vaquinha/ajude-o-hospital-santa-cruz-de-canoinhas,,,
316,Ajude o Lar de Idosos Anselmo Gomes,Lar de Idosos Anselmo Gomes,São Paulo,SP,"R$ 17.056,17","$ 3.280,03",158,https://www.vakinha.com.br/vaquinha/ajude-o-lar-de-idosos-anselmo-gomes,,,
317,Ajude seu profissional de beleza,Circus Hair,São Paulo,SP,"R$ 97.361,33","$ 18.723,33",694,https://www.vakinha.com.br/vaquinha/ajude-seu-profissional-de-beleza-a-se-manter,,,
318,Ajude o restaurante Mocotó,Restaurante Mocotó,São Paulo,SP,"R$ 35.603,64","$ 6.846,85",308,https://www.vakinha.com.br/vaquinha/ajude-o-restaurante-mocoto-a-alimentar-mais-familias,,,
319,Ajude os moradores do Parque das Tribos a superar o Covid-19,Parque das Tribos,Manaus,AM,"R$ 10.325,00","$ 1.985,58",71,https://www.vakinha.com.br/vaquinha/ajude-os-moradores-do-parque-das-tribos?utm_source=isa&utm_medium=&utm_campaign=,,,
320,Ajude Santa Rosa dos Pretos a enfrentar a Covid-19,Quilombo Santa Rosa dos Pretos,Itapecuru Mirim,MA,"R$ 14.702,00","$ 2.827,31",128,https://benfeitoria.com/santarosacontracovid19,,,
321,Ajude seu Barbeiro,Barbearia Express,São Paulo,SP,"R$ 15.923,00","$ 3.062,12",181,https://sharity.com.br/ajude-seu-barbeiro,,,
322,Ajude Taboão da Serra,Thiago Ventura,Taboão da Serra,SP,"R$ 200.008,03","$ 38.463,08",2803,https://www.vakinha.com.br/vaquinha/ajude-taboao-da-serra,,,
323,Ajude um Refugiado na Quarentena,Adus,São Paulo,SP,"R$ 43.325,00","$ 8.331,73",325,https://www.catarse.me/ajude_um_refugiado_na_quarentena_c5c7,,,
324,Alimente Esperança,Rede de Apoio,Botucatu,SP,"R$ 12.985,00","$ 2.497,12",200,https://www.catarse.me/alimente_esperanca_12ab,,,
325,Aplicativo de combate e controle ao COVID-19,Guilherme Conceição Rocha,São José dos Campos,SP,"R$ 96.001,00","$ 18.461,73",99,https://www.vakinha.com.br/vaquinha/aplicativo-de-combate-e-controle-ao-covid-19,,,
326,Apoie o Hospital de Base,Hospital de Base de São José do Rio Preto,São José do Rio Preto,SP,"R$ 57.380,00","$ 11.034,62",0,https://apoiehb.abraceumacausa.com.br/,,,
327,Apoie o Paralelo 82,Paralelo 82,Rio de Janeiro,RJ,"R$ 66.130,00","$ 12.717,31",198,https://abacashi.com/p/apoie-o-paralelo-82,,,
328,Apoie os povos indígenas na luta contra o COVID-19!,Federação dos Povos e Organizações Indígenas de Mato Grosso,Cuiabá,MT,"R$ 13.415,00","$ 2.579,81",68,https://sharity.com.br/apoie-os-povos-indigenas-na-luta-contra-o-covid-19,,,
329,Apoio a comunidades quilombolas no Pará na crise do corona vírus,Instituto Peabiru,Belém,PA,"R$ 12.270,00","$ 2.359,62",103,https://www.vakinha.com.br/vaquinha/apoio-a-comunidades-quilombolas-no-para-na-crise-do-corona-virus-joao-carlos-de-souza-meirelles-filho,,,
330,Apoio aos lancheiros de Alter do Chão - ATUFA,ATUFA,Alter do Chão,PA,"R$ 23.854,54","$ 4.587,41",166,https://www.vakinha.com.br/vaquinha/apoio-aos-lancheiros-de-alter-do-chao-atufa,,,
331,Aquisição de 2(dois) Ventiladores Pulmonar TAKAOKA,Hospital Municipal de Quedas do Iguaçu,Quedas do Iguaçú,PR,"R$ 10.572,00","$ 2.033,08",99,https://sharity.com.br/aquisicao-de-2dois-ventiladores-pulmonar-takaoka,,,
332,Aquisição de máscara Faceshields para profissionais da saúde,Fabiola Ariadne Rodrigues Oliveira,Goiânia,GO,"R$ 24.723,80","$ 4.754,58",186,https://www.vakinha.com.br/vaquinha/aplicativo-de-combate-e-controle-ao-covid-19,,,
333,Arrecadação de alimentos para famílias indígenas de Rondônia,Associação das Guerreiras Indígenas de Rondônia-AGIR,Cacoal,RO,"R$ 11.795,00","$ 2.268,27",53,https://www.vakinha.com.br/vaquinha/arrecadacao-de-alimentos-para-familias-indigenas-de-rondonia,,,
334,As baianas de acarajé estão passando por grandes necessidades e precisam da sua ajuda,Associação Nacional das Baianas de Acarajé,Salvador,BA,"R$ 20.235,34","$ 3.891,41",380,https://voaa.me/campanha-baianas-acaraje,,,
335,As mulheres de Paraisópolis pedem sua ajuda,Juliana Oliveira,São Paulo,SP,"R$ 408.658,77","$ 78.588,23",2142,https://www.vakinha.com.br/vaquinha/empreendedoras-de-paraisopolis-precisam-de-sua-ajuda,,,
336,Beleza de Mãos Dadas,"3,2,1 Beauty",São Paulo,SP,"R$ 141.581,00","$ 27.227,12",334,https://www.catarse.me/belezademaosdadas,,,
337,Benedenses enfrentando a Covid-19,Hospital Universitário da UFRJ,Rio de Janeiro,RJ,"R$ 332.358,34","$ 63.915,07",955,https://www.vakinha.com.br/vaquinha/ajuda-ao-hospital-ufrj,,,
338,BH enfrentando a Covid-19,Samuel Caldeira,Belo Horizonte,BH,"R$ 21.323,71","$ 4.100,71",261,https://www.vakinha.com.br/vaquinha/bh-enfrentando-a-covid-19,,,
339,Brasil Contra o Vírus em SP - EPIs para os Hospitais,Brasil Contra o Vírus,São Paulo,SP,"R$ 17.704,82","$ 3.404,77",178,https://sharity.com.br/brasil-contra-o-virus-em-sp---epis-para-os-hospitais,,,
340,Caios Contra o Coronavírus,Caio Vahanian,Vargem Grande Paulista,SP,"R$ 23.705,53","$ 4.558,76",159,https://www.vakinha.com.br/vaquinha/caios-contra-o-coronavirus-caio-vahanian,,,
341,Caixinha do bem - Pernambuco,Vários,Recife,PE,"R$ 23.316,89","$ 4.484,02",215,https://www.vakinha.com.br/vaquinha/caixinha-do-bem,,,
342,CAMPANHA #AMORBRASIL,Instituto Casa Dia,São José dos Campos,SP,"R$ 36.500,00","$ 7.019,23",718,https://www.kickante.com.br/campanhas/campanha-amorbrasil-0,,,
343,CAMPANHA ASCAM COVID 19,ASCAM,São Sebastião,SP,"R$ 21.120,30","$ 4.061,60",144,https://www.vakinha.com.br/vaquinha/campanha-ascam-covid-19,,,
344,Campanha Cidades contra o Coronavírus,Tainá de Paula,Rio de Janeiro,RJ,"R$ 17.973,43","$ 3.456,43",153,https://www.vakinha.com.br/vaquinha/campanha-cidades-contra-o-coronavirus-arthur-sampaio,,,
345,Campanha de Doação de Cestas Básicas da Rede NAMI no COMBATE ao Coronavírus,Rede NAMI's Campaign to Donate Basic Food Baskets to Fight Against Coronavirus,Rio de Janeiro,RJ,"R$ 16.831,89","$ 3.236,90",0,https://app.doare.org/br/doacao/229742/nami-rede-feminista-de-arte-urbana/campanha-de-doacao-de-cestas-basicas-da-rede-nami-no-combate-ao-coronavirus#tab-donors,,,
346,Campanha emergencial - coronavirus,Naamini e Reciclismo,Carapicuíba,SP,"R$ 19.110,00","$ 3.675,00",191,https://sharity.com.br/campanha-emergencial---coronavirus,,,
347,Campanha favelas esquecidas contra o coronavírus e a fome,Favelas Esquecidas,São Paulo,SP,"R$ 236.530,46","$ 45.486,63",2645,https://voaa.me/favelas-esquecidas,,,
348,Campanha Lucas Lucco,Lucas Lucco,Nacional,BR,"R$ 61.385,00","$ 11.804,81",702,https://voaa.me/lucco,,,
349,Campanha para empresário produzir 15 mil protetores faciais para ajudar hospitais no combate ao coronavírus,Marcelo Andrade Soares,Juiz de Fora,MG,"R$ 51.370,00","$ 9.878,85",602,https://voaa.me/protetores-faciais-coronavirus,,,
350,"Campanha para jovem que orou ao entregar currículo, mas não consegue trabalhar por causa do isolamento pelo coronavírus",Alamartiny da Silva Ferreira,Balsas,MA,"R$ 20.119,00","$ 3.869,04",507,https://voaa.me/jovem-curriculo-orou,,,
351,Campanha para reformar casa do gari que continua trabalhando durante pandemia do coronavírus,Rafael dos Santos,Belo Horizonte,MG,"R$ 17.875,00","$ 3.437,50",325,https://voaa.me/gari-casa-coronavirus,,,
352,Campanha para técnico demitido por ter se recusado a cortar energia de morador diante da crise do coronavírus,Ramiro Roseno Sombra,Fortaleza,CE,"R$ 17.115,00","$ 3.291,35",418,https://voaa.me/tecnico-luz-demitido,,,
353,Campanha Solidária para o LAFRAMN,Laframn,Belo Horizonte,MG,"R$ 17.555,85","$ 3.376,13",178,https://www.vakinha.com.br/vaquinha/campanha-solidaria-para-o-laframn,,,
354,Canela Contra o Corona,Hospital de Canela,Canela,RS,"R$ 27.569,64","$ 5.301,85",61,https://www.vakinha.com.br/vaquinha/canela-contra-o-corona,,,
355,Célula Antivírus,Célula,Florianópolis,SC,"R$ 24.696,00","$ 4.749,23",305,https://www.catarse.me/celula_antivirus,,,
356,Cestas Básicas Ajuda Nave Capão COVID-19,Nave - Núcleo de Acolhimento e Valorização da Educação,São Paulo,SP,"R$ 15.530,26","$ 2.986,59",102,https://www.vakinha.com.br/vaquinha/ajuda-nave-capao-covid-19,,,
357,Cestas básicas para mulheres trans e travestis,Rede P.O.C.,Belo Horizonte,MG,"R$ 15.757,00","$ 3.030,19",236,https://evoe.cc/cuidarparaproteger,,,
358,Cidadãos e Empresários de Itu unidos contra o COVID-19,Ana Rosa Pavani,Itú,SP,"R$ 15.343,45","$ 2.950,66",160,https://www.vakinha.com.br/vaquinha/empresarios-e-cidadaos-de-itu-unidos-contra-o-covid-19,,,
359,Cidadãos e Empresários de Itu unidos contra o COVID-19,Ana Rosa Pavani,Itú,SP,"R$ 15.343,45","$ 2.950,66",160,https://www.vakinha.com.br/vaquinha/empresarios-e-cidadaos-de-itu-unidos-contra-o-covid-19,,,
360,Colaboração aos vendedores ambulantes do TRT Rio,Ambulantes,Rio de Janeiro,RJ,"R$ 31.655,00","$ 6.087,50",392,https://www.vakinha.com.br/vaquinha/colaboracao-aos-vendedores-ambulantes-do-trt-rio,,,
361,Colabore com o Brincante!,Brincante,São Paulo,SP,"R$ 60.318,91","$ 11.599,79",478,https://www.kickante.com.br/campanhas/colabore-com-brincante,,,
362,Colabore com o Brincante!,Brincante,São Paulo,SP,"R$ 60.318,91","$ 11.599,79",478,https://www.kickante.com.br/campanhas/colabore-com-brincante,,,
363,Colabore com o povo Indígena Xakriabá frente pandemia COVID_19,Povo Indígena Xakriabá ,São João das Missões - TI Xakriabá,MG,"R$ 12.670,00","$ 2.436,54",131,https://www.vakinha.com.br/vaquinha/colabore-com-o-povo-indigena-xakriaba-frente-pandemia-covid_19?,,,
364,Coletivo Trans Sol | Nos Mantendo em Pé!,Coletivo Trans Sol,São Paulo,SP,"R$ 28.835,50","$ 5.545,29",293,https://www.kickante.com.br/campanhas/trans-sol-nos-ajude-nos-manter-pe,,,
365,Com(vida)20,Fundo Beagá,Belo Horizonte,MG,"R$ 34.235,10","$ 6.583,67",160,https://evoe.cc/comvida20,,,
366,Combate ao Coronavírus em Uberlândia,Instituto Projeto de Vida,Uberlândia,MG,"R$ 85.480,00","$ 16.438,46",751,https://www.kickante.com.br/campanhas/combate-ao-coronavirus-em-uberlandia,,,
367,Combate ao Coronavírus nas Comunidades do RJ - Fase 1,Grupo Amigos do Rio,Rio de Janeiro,RJ,"R$ 119.292,98","$ 22.940,96",267,https://www.vakinha.com.br/vaquinha/combate-ao-coronavirus-nas-comunidades-do-rj-fase-1,,,
368,Combate ao COVID-19 em Roraima,Laercio Gentil,Boa Vista,RR,"R$ 17.280,00","$ 3.323,08",31,https://www.kickante.com.br/campanhas/combate-ao-covid-19-em-roraima,,,
369,Combatendo o Efeito Coronavírus,Rafaela Batista Mitidieri,Florianópolis,SC,"R$ 104.020,39","$ 20.003,92",791,https://www.vakinha.com.br/vaquinha/reduzindo-o-efeito-coronavirus,,,
370,Compra de 6 aparelhos para o Hospital Alto Jacuí,Hospital Alto Jacui,Não-Me-Toque,RS,"R$ 46.845,03","$ 9.008,66",270,https://www.vakinha.com.br/vaquinha/compra-de-6-aparelhos-respiratorios-para-o-hospital-alto-jacui,,,
371,Comprar 01 respirador para a santa casa de pontal,Santa Casa de Pontal,Pontal,SP,"R$ 27.692,00","$ 5.325,38",278,https://www.vakinha.com.br/vaquinha/arrecadacao-para-compra-de-01-respirador-para-a-santa-casa-de-pontal,,,
372,Contra a Covid-19 é TORCIDA ÚNICA,Clube de Regatas Vasco da Gama,Rio de Janeiro,RJ,"R$ 28.636,00","$ 5.506,92",467,https://vasco.futebolxcovid19.com.br/home,,,
373,Confecção de Protetores Faciais,Carla Scanavini,Santos,SP,"R$ 50.840,05","$ 9.776,93",255,https://www.vakinha.com.br/vaquinha/confeccao-de-protetores-faciais-carla-scanavini,,,
374,"Corona e Corrupção, não! Vacina neles!",Observatório Social do Brasil,Curitiba,PR,"R$ 25.346,00","$ 4.874,23",209,https://www.catarse.me/osb_corona_corrupcao?ref=ctrse_explore_projects_we_love,,,
375,CORONAHELP-Cestas Básicas-Voluntários Pfizer,Pfizer,São Paulo,SP,"R$ 27.260,91","$ 5.242,48",184,https://www.kickante.com.br/campanhas/coronahelp-cestas-basicas-voluntarios-pfizer,,,
376,Coronavírus: Cestas básicas para o Ana Rosa,Instituto Ana Rosa,São Paulo,SP,"R$ 47.962,90","$ 9.223,63",224,https://www.kickante.com.br/campanhas/coronavirus-cestas-basicas-ana-rosa,,,
377,Corrente do Bem - MS Contra o COVID19,Romolo Holsback,Campo Grande,MS,"R$ 23.575,78","$ 4.533,80",117,https://www.vakinha.com.br/vaquinha/corrente-do-bem-ms-contra-covid19,,,
378,Corrente do Bem das Carreiras de Estado,Fórum das Carreiras de Estado,Brasília,DF,"R$ 69.396,18","R$ 11.291,00",330,https://www.vakinha.com.br/vaquinha/corrente-do-bem-das-carreiras-de-estado,,,
379,Corrente do bem entre amigos “Porquê doar?”,H&M Produções e Eventos,Londrina,PR,"R$ 18.121,21","R$ 11.291,00",91,https://www.vakinha.com.br/vaquinha/corrente-do-bem-entre-amigos-porque-doar,,,
380,COVID - Piauí,DIVISA,Teresina,PI,"R$ 129.487,79","$ 24.901,50",1102,https://www.vakinha.com.br/vaquinha/covid-piaui,,,
381,Covid-19 Delivery Solidário,Grão Mestre Restaurante Café Bar,Joinvile,SC,"R$ 16.880,00","$ 3.246,15",211,https://www.catarse.me/restaurantesolidario?ref=ctrse_explore_projects_we_love,,,
382,Covid 19 nas favelas,Meu Rio,Rio de Janeiro,RJ,"R$ 117.990,00","$ 22.690,38",1357,https://www.covid19nasfavelas.meurio.org.br/?fbclid=IwAR3qkWB6suJxQeCgAX0DBrZUL-3TO3n8LgS4YEpW5b6BUGqtavpVz37c1Ss#block-14850,,,
383,COVID 19 nas Favelas,Meu Rio,Rio de Janeiro,RJ,"R$ 95.000,00","$ 18.269,23",0,https://www.covid19nasfavelas.meurio.org.br/,,,
384,COVID19 - Ngm solta a mão de ngm!,Raoni Carramillo,São Paulo,SP,"R$ 19.573,02","$ 3.764,04",92,https://www.vakinha.com.br/vaquinha/covid19-ngm-solta-a-mao-de-ngm,,,
385,Doação cestas básicas famílias fragilidade social - COVID19,Daniela Castanheiro,Rio de Janeiro,RJ,"R$ 18.111,43","$ 3.482,97",86,https://www.vakinha.com.br/vaquinha/doacao-cestas-basicas-familias-fragilidade-social-covid19,,,
386,Doação para combater o COVID 19,LOJA MAÇÔNICA REI SALOMÃO,Picos,PI,"R$ 46.038,01","$ 8.853,46",192,https://www.vakinha.com.br/vaquinha/doacao-para-combater-o-codvid19,,,
387,Doação Solidária para Compra de Respiradores Mococa,Santa Casa de Misericórdia de Mococa,Mococa,SP,"R$ 123.185,00","$ 23.689,42",1084,https://www.vakinha.com.br/vaquinha/doacao-solidaria-para-compra-de-respiradores-mococa,,,
388,Doe Possibilidades,Camarote Salvador,Salvador,BA,"R$ 193.220,00","$ 37.157,69",30,https://www.kickante.com.br/campanhas/doe-possibilidades,,,
389,Dona Lena e filha vendem cocada na rua e precisam de ajuda para sustento da casa,Dona Lena,Itaguaí,RJ,"R$ 43.280,00","$ 8.323,08",1024,https://voaa.me/idosa-cocada,,,
