,Campanhas de Doação - em andamento (mínimo 10 mil reais mobilizados),,,,,,,,,,
,Campanhas,Organizador (a) / Beneficiário (a),Cidade,Estado,Valor Doado,in Dollars,Doadores,Referência,Observação,,
124,É TEMPO DE SOLIDARIEDADE.,Projeto Ação Querer Bem,Rio de Janeiro,RJ,"R$ 15.893,54","$ 3.056,45",98,https://www.vakinha.com.br/vaquinha/troque-o-ovo-de-pascoa-por-uma-cesta-basica,,,
125,Fabricação de EPI-viseira para proteção médica,Alain Nascimento Guimarães,São Paulo,SP,"R$ 17.356,38","$ 3.337,77",158,https://www.vakinha.com.br/vaquinha/fabricacao-de-epi-viseira-para-protecao-medica,,,
126,Fabricação de Ventilador Mecânico Covid19,Orion,Londrina,PR,"R$ 39.925,00","$ 7.677,88",61,https://www.kickante.com.br/campanhas/nasce-uma-esperanca-na-luta-contra-covid-19-1,,,
127,Faça o Show Continuar,"Técnicos de som, roadies, iluminadores, bilheteiros, carregadores, seguranças.",Porto Alegre,RS,"R$ 20.577,86","$ 3.957,28",229,https://www.vakinha.com.br/vaquinha/faca-o-show-continuar,,,
128,Faça sua Doação,Instituto de Apoio à Criança com Câncer - IACC,Barbalha,CE,"R$ 12.072,00","$ 2.321,54",233,https://www.vakinha.com.br/vaquinha/faca-sua-doacao-fatima-regina-pontes-dantas-barros,,,
129,Família Apoia Família,Instituto ACP et all,São Paulo,SP,"R$ 4.773.497,00","$ 917.980,19",5818,https://benfeitoria.com/familias,Descontado ação da cidadania e doação Instituto ACP,,
130,Fiel Solidária: Auxílio a Afestados pelo COVID-19,Fiel Torcida,São Paulo,SP,"R$ 42.531,22","$ 8.179,08",342,https://www.vakinha.com.br/vaquinha/fiel-solidaria-auxilio-a-afetados-pelo-covid-19,,,
131,Fraternity Brazilian Waldorf School,Waldorf Quintal Mágico,Paraty,RJ,"R$ 10.630,00","$ 2.044,23",50,https://apoia.se/escolaquintalmagico?utm_source=RedesSolid%C3%A1rias,,,
132,Frente Indígena de Prevenção e Combate ao COVID-19,"Povos Indígenas Guarani, Kaingang, Laklãnõ Xokleng, Xetá e Charrua",Florianópolis,SC,"R$ 30.668,00","$ 5.897,69",271,https://doacaolegal.com.br/c/frente-indigena-de-prevencao-e-combate-ao-covid-19,,,
133,Fundo Auxílio aos Profissionais da Moda de São Paulo,Rodrigo Crespo,São Paulo,SP,"R$ 34.170,00","$ 6.571,15",120,https://www.vakinha.com.br/vaquinha/fundo-produtores-sao-paulo,,,
134,Fundo Baixada Santista Pela Vida,Baixada Santista,Santos,SP,"R$ 329.593,93","$ 63.383,45",0,https://combatecovid.org/fundo-baixada-santista-pela-vida,,,
135,Fundo de Apoio - Hardcore contra o Fascismo,Hardcore contra o Fascismo,,,"R$ 18.178,00","$ 3.495,77",593,https://www.catarse.me/hardcorecontraofascismo,,,
136,Fundo de emergência para pessoas Trans,Casa Chama,São Paulo,SP,"R$ 111.309,13","$ 21.405,60",879,https://www.vakinha.com.br/vaquinha/fundo-de-emergencia-para-pessoas-trans-1-3,,,
137,Fundo de emergência para Sem-Tetos afetados pelo coronavírus,MTST,São Paulo,SP,"R$ 1.169.916,74","$ 224.983,99",9254,https://www.vakinha.com.br/vaquinha/ajude-os-sem-teto-a-enfrentar-o-coronavirus,,,
138,Fundo de Impacto para Justiça Social,ICOM Floripa,Florianópolis,SC,"R$ 713.960,20","$ 137.300,04",340,http://coronavirus.icomfloripa.org.br/?edit_requested=true,,,
139,FUNDO EMERGENCIAL EM PROL DOS MORADORES DE RUA EM FORTALEZA - CE,Carlos De Thalisson,Fortaleza,CE,"R$ 20.428,82","$ 3.928,62",243,https://www.vakinha.com.br/vaquinha/ajuda-urgente-para-moradores-de-rua-em-fortaleza-ce,,,
140,Fundo Emergencial da Saúde,IDIS/MBM/BSocial,São Paulo,SP,"R$ 6.300.000,00","$ 1.211.538,46",10500,https://www.bsocial.com.br/causa/fundo-emergencial-para-a-saude-coronavirus-brasil,Descontada doação do TikoTok,,
141,FUNDO IASMINE,Myra Ruiz & Fabi Bang,São Paulo,SP,"R$ 51.722,00","$ 9.946,54",421,https://www.catarse.me/fundoiasmine,,,
142,Fundo para mães e trabalhadoras informais,Instituto Embarque,São Paulo,SP,"R$ 79.124,22","$ 15.216,20",405,https://www.vakinha.com.br/vaquinha/rede-de-apoio-as-maes-e-trabalhadoras-informais,,,
143,Fundo solidário Covid 19 para mães da favela,CUFA,Rio de Janeiro,RJ,"R$ 10.423.746,62","$ 2.004.566,66",0,https://www.maesdafavela.com.br/,Descontado 500 mil do PicPay e valor live Emicida,,
144,Fundo Solidário de Apoio às Famílias das Ocupações Urbanas em MG,Brigadas Populares de Minas Gerais,Belo Horizonte,MG,"R$ 50.640,47","$ 9.738,55",385,https://www.vakinha.com.br/vaquinha/fundo-solidario-emergencial-para-moradores-de-ocupacoes,,,
145,Fundo Solidário Despertar Coletivo,Projeto Despertar,,,"R$ 39.960,00","$ 7.684,62",612,https://apoia.se/despertarcoletivo,,,
146,HCComVIDA,Hospital das Clínicas de São Paulo,São Paulo,SP,"R$ 30.104.459,00","$ 5.789.319,04",7120,https://viralcure.org/hc,Descontada doação Wildlife,,
147,Heliopolis Contra o Corona,UNAS,São Paulo,SP,"R$ 9.860,00","$ 1.896,15",30,https://www.catarse.me/heliopoliscontraocorona,,,
148,Hospital de Amor - O Tratamento de Câncer Precisa Continuar,Hospital de Amor,Barretos,SP,"R$ 252.167,98","$ 48.493,84",994,https://www.vakinha.com.br/vaquinha/hospital-de-amor-o-tratamento-de-cancer-precisa-continuar,,,
149,Juntos contra o COVID-19,Carrefour,São Paulo,SP,"R$ 3.216.090,88","$ 618.479,02",0,https://comprasolidaria.carrefour.com.br/,,,
150,Juntos Pelo Complexo do Alemão,Complexo do Alemão,Rio de Janeiro,RJ,"R$ 15.056,00","$ 2.895,38",66,https://www.vakinha.com.br/vaquinha/juntos-pelo-complexo-do-alemao,,,
151,Juntos pelo HC-UFG contra a COVID-19,Hospital das Clínicas da Universidade Federal de Goiás,Goiânia,GO,"R$ 75.060,74","$ 14.434,76",410,https://www.vakinha.com.br/vaquinha/juntos-pelo-hc-ufg-contra-a-covid-19,,,
152,Juntos Transformarmos,XP Investimentos,São Paulo,SP,"R$ 2.957.344,00","$ 568.720,00",4142,https://www.charidy.com/juntostransformamos,Descontada a doação de 30 milhões da XP Investimentos,,
153,Kabu Solidário,INSTITUTO KABU,Novo Progresso,PA,"R$ 27.730,00","$ 5.332,69",90,https://www.vakinha.com.br/vaquinha/fundo-de-solidariedade-aos-kayapo-mekragnotire,,,
154,Levando amor em forma de alimento,Vizinhos Solidários,Recife,PE,"R$ 45.562,49","$ 8.762,02",396,https://www.vakinha.com.br/vaquinha/comida-para-moradores-de-rua-comida-para-os-moradores-de-rua,,,
155,Live Gabi Martins em Casa 2,Várias Organizações,Belo Horizonte,MG,"R$ 33.346,42","$ 6.412,77",523,https://www.vakinha.com.br/vaquinha/live-gabi-martins-em-casa-gabi-martins,,,
156,Manaus mais Humana,CODESE Manaus,Manaus,AM,"R$ 434.400,00","$ 83.538,46",0,https://manausmaishumana.com.br/,,,
157,Maré diz NÃO ao Coronavírus,Redes da Maré,Rio de Janeiro,RJ,"R$ 21.128,00","$ 4.063,08",95,https://www.catarse.me/marediznaoaocoronavirus,,,
158,Marmita do Bem,Anuar Tacach,São Paulo,SP,"R$ 152.767,07","$ 29.378,28",1536,https://www.kickante.com.br/campanhas/marmita-do-bem-0,,,
159,Marmita do Bem Londrina,Lucas Schietti,Londrina,PR,"R$ 44.990,00","$ 8.651,92",337,https://www.kickante.com.br/campanhas/marmita-do-bem-londrina,,,
160,Máscaras podem salvar vidas e gerar renda em Paraisópolis.,Ela – Instituto Educadoras do Brasil ,São Paulo,SP,"R$ 13.255,00","$ 2.549,04",104,https://www.vakinha.com.br/vaquinha/ela-apoia-o-projeto-costurando-sonhos-paraisopolis,,,
161,Matchfunding Enfrente,Fundação Tide Setúbal,São Paulo,SP,"R$ 2.324.358,33","$ 446.991,99",11192,https://benfeitoria.com/canal/enfrente,"Descontado o ""matching"" da campanha e doacão de 50 mil da Editora Mol",,
162,MESC - Compra de cestas básicas para enfrentarmos o Covid-19!,MESC,Duque de Caxias,RJ,"R$ 31.874,54","$ 6.129,72",143,https://www.vakinha.com.br/vaquinha/mesc-compra-de-cestas-basicas-para-enfrentarmos-o-covid-19,,,
163,Missão COVID-19,Expedicionários da Saúde,Campinas,SP,"R$ 6.490.562,01","$ 1.248.185,00",300,http://eds.org.br/,,,
164,Missão Covid | Consulta médica online gratuita,Médicos Voluntários,São Paulo,SP,"R$ 49.286,02","$ 9.478,08",355,https://www.kickante.com.br/campanhas/missao-covid-consulta-medica-online-gratuita,,,
165,Moradores de rua SEM FOME,Tais Rezende,São Paulo,SP,"R$ 24.130,00","$ 4.640,38",217,https://sharity.com.br/moradores-de-rua-sem-fome,,,
166,Movimento Conexão Favela: Missão COVID-19,Conexão Favela,São Paulo,SP,"R$ 21.427,41","$ 4.120,66",187,https://sharity.com.br/movimento-conexao-favela-missao-covid-19,,,
167,Movimento Solidário,FENAE,Belágua,MA,"R$ 186.280,00","$ 35.823,08",0,https://www.movimentosolidario.org.br/,,,
168,Movimento Supera Fortaleza,Sistema Verdes Mares,Fortaleza,CE,"R$ 488.802,00","$ 94.000,38",1855,https://www.kickante.com.br/campanhas/movimento-supera-fortaleza,,,
169,Movimento União Rio,Vários,Rio de Janeiro,RJ,"R$ 6.632.985,47","$ 1.275.574,13",0,https://www.movimentouniaorio.org/,Descontado os valores das campanhas Rio contra o Corona e UniãoRio,,
170,Mutirão do Bem Viver em resposta à pandemia,Mutirão do Bem Viver,Brasília,DF,"R$ 367.047,00","$ 70.585,96",3607,https://www.vakinha.com.br/vaquinha/mutirao-do-bem-viver-em-resposta-a-pandemia,,,
171,Na Luta contra a COVID-19,Hospital Albert Einstein,São Paulo,SP,"R$ 18.400.000,00","$ 3.538.461,54",0,http://doacaocoronavirus.einstein.br/,,,
172,NAÇÕES INDÍGENAS CONTRA COVID-19,Associação Indígena Kuikuro Alto Xingu,,,"R$ 27.650,00","$ 5.317,31",213,https://www.catarse.me/indigenascontracovid-19,,,
173,Nenhum a menos,Silvia Zaffarini,São Paulo,SP,"R$ 29.929,58","$ 5.755,69",71,https://www.vakinha.com.br/vaquinha/nenhum-a-menos,,,
174,Noroeste com Vida,Movimento Noroeste com Vida,Araçatuba,SP,"R$ 608.987,00","$ 117.112,88",267,https://www.bsocial.com.br/causa/noroeste-com-vida,,,
175,Nós não estamos sozinhos,CEMIG,Belo Horizonte,MG,"R$ 239.680,00","$ 46.092,31",0,https://nosnaoestamossozinhos.cemig.com.br/,,,
176,Nosso Lar Precisa de você,Nosso Lar,Campinas,SP,"R$ 36.007,60","$ 6.924,54",296,https://www.vakinha.com.br/vaquinha/nosso-lar-precisa-de-voce,,,
177,O CAMINHO DA LUZ NÃO PODE PARAR,Caminho da Luz,Bagé,RJ,"R$ 25.529,59","$ 4.909,54",188,https://www.vakinha.com.br/vaquinha/o-caminho-da-luz-nao-pode-parar-o-sinal-esta-vermelho-para-nos,,,
178,O HC precisa de você!,Associação Amigos do HC,Curitiba,PR,"R$ 1.361.794,04","$ 261.883,47",0,https://amigosdohc.org.br/project/o-hc-precisa-de-voce/,Descontada doação da Ouro Verde,,
179,O Momento é de União,ASID,São Paulo,SP,"R$ 47.049,00","$ 9.047,88",0,https://asidbrasil.colabore.org/juntospelainclusao/single_step,,,
180,Os impactos da pandemia chegaram. Ajude-nos!,ARCV,Santo André,SP,"R$ 14.620,00","$ 2.811,54",160,https://www.kickante.com.br/campanhas/precisamos-coracoes-valentes,,,
181,Oximetria remota que pode salvar vidas!,Biologix,São Paulo,SP,"R$ 50.870,00","$ 9.782,69",63,https://www.kickante.com.br/campanhas/biologix-ajude-salvar-vidas,,,
182,Palmital contra Coronavirus,Santa Casa de Palmital,Palmital,SP,"R$ 24.998,83","$ 4.807,47",275,https://www.vakinha.com.br/vaquinha/palmital-contra-coronavirus,,,
183,"Pedala Leandrinho! Ajudar, educar e agradecer.",Leandrinho,São Paulo,SP,"R$ 14.644,00","$ 2.816,15",155,https://www.kickante.com.br/campanhas/pedala-leandrinho-ajudar-educar-agradecer,,,
184,"Pelo próximo, contra o covid 19",Cléssio,Goiânia,GO,"R$ 26.626,56","$ 5.120,49",154,https://www.vakinha.com.br/vaquinha/pelo-proximo-contra-o-corona,,,
185,Pelotas Contra o Coronavírus,Pelotas contra o Coronavirus,Pelotas,RS,"R$ 23.557,89","$ 4.530,36",222,https://www.vakinha.com.br/vaquinha/pelotas-contra-o-coronavirus,,,
186,Pintar o Bem,Suvinil,São Paulo,SP,"R$ 1.274.167,62","$ 245.032,23",109,pintarobem.com.br,,,
187,"Anjos da sopa de Santo André SP , Na luta contra a fome!",Gisele de Souza,Santo André,SP,"R$ 57.919,90","$ 11.138,44",724,https://www.vakinha.com.br/vaquinha/ponto-de-sobrevivencia-dos-moradores-de-rua-contra-o-covid-19,,,
188,POVO MUNDURUKU CONTRA A COVID-19,Associação Indígena Pariri e Wakoborun,,,"R$ 42.955,00","$ 8.260,58",400,https://www.catarse.me/mundurukucontracovid19,,,
189,Projeto Comida Urgente,Beatriz Carvalho,Rio de Janeiro,RJ,"R$ 18.602,86","$ 3.577,47",189,https://www.vakinha.com.br/vaquinha/projeto-comida-urgente,,,
190,Projeto Fio Covid 19,Projeto Fio,Rio de Janeiro,RJ,"R$ 43.265,00","$ 8.320,19",242,https://www.catarse.me/projetofiocovid19,,,
191,Projeto Isolar,Projeto Isolar,São Paulo,SP,"R$ 217.176,00","$ 41.764,62",352,https://www.charidy.com/projetoisolar,,,
192,Projeto Paralímpico Precisa de Você!,Guardiões da Colina,Rio de Janeiro,RJ,"R$ 28.510,90","$ 5.482,87",287,https://www.kickante.com.br/campanhas/guardioes-da-colina,,,
193,Projeto Prato Feito,Prato Feito,São Paulo,SP,"R$ 50.894,00","$ 9.787,31",129,https://www.vakinha.com.br/vaquinha/projeto-prato-feito,,,
194,Projeto Salve,Projeto Salve,São Paulo,SP,"R$ 25.798,64","$ 4.961,28",119,https://www.vakinha.com.br/vaquinha/projeto-salve,,,
195,Projeto Saúde Solidária 2020,,,PA,"R$ 20.600,00","$ 3.961,54",63,https://www.catarse.me/projeto_saude_solidaria_2020,,,
196,Projeto Vent_lar,Amanda Oliveira,São Paulo,SP,"R$ 17.573,66","$ 3.379,55",134,https://www.vakinha.com.br/vaquinha/projeto-resp_ar,,,
197,Protetores Faciais 3D - Recife PE,Mariana Ferrreira Pires,Recife,PE,"R$ 22.413,99","$ 4.310,38",205,https://www.vakinha.com.br/vaquinha/protetores-faciais-3d-recife-pe-mariana-ferreira-pires,,,
198,Quarentena do Bem,Cassia Bartel,São Paulo,SP,"R$ 43.800,35","$ 8.423,14",191,https://www.vakinha.com.br/vaquinha/quarentena-do-bem-ednilson-de-morais-freire,,,
199,Quarentena Solidária,Médicos do Mundo,São Paulo,SP,"R$ 27.275,10","$ 5.245,21",225,https://www.kickante.com.br/campanhas/quarentena-solidaria-0,,,
200,Quarentena Solidária,Instituto Fuziy,Dourados,MS,"R$ 88.374,66","$ 16.995,13",0,https://app.doare.org/br/doacao/229668/quarentena-solidaria-dourados-ms/quarentena-solidaria,,,
201,Recife contra o Coronavírus,Associação Livres,Recife,PE,"R$ 59.595,42","$ 11.460,66",569,https://www.vakinha.com.br/vaquinha/recife-contra-o-coronavirus,,,
202,Rede de Apoio ao Combate do COVID19,Coletivo IFE,São Paulo,SP,"R$ 121.624,82","$ 23.389,39",954,https://www.vakinha.com.br/vaquinha/rede-de-apoio-ao-combate-do-covid19,,,
203,Rede Nacional de Financiamento de Ações de Combate à COVID-19,Benfeitoria,São Paulo,SP,"R$ 11.143.485,00","$ 2.142.977,88",18048,https://benfeitoria.com/canal/rededeapoio,Descontadas as doações das campanhas Campanha Salvando VIdas e UniãoRio,,
204,Rede Solidária Córrego Grande,Conselho Comunitário do Córrego Grande,Florianópolis,SC,"R$ 23.355,03","$ 4.491,35",165,https://www.vakinha.com.br/vaquinha/rede-solidaria-corrego-grande,,,
205,Rede Solidária do MLB,MLB,Belo Horizonte,MG,"R$ 81.108,75","$ 15.597,84",600,https://www.vakinha.com.br/vaquinha/rede-solidaria-do-mlb,,,
206,Renda mínima para 352 catadores !,Visões da Terra,Niterói,RJ,"R$ 26.127,94","$ 5.024,60",235,https://www.vakinha.com.br/vaquinha/renda-minima-para-352-catadores,,,
207,Respirador e EPI's Hospital São Sebastião Papanduva SC,Associação Hospitalar e Maternidade São Sebastião de Papanduva,Papanduva,SC,"R$ 40.102,86","$ 7.712,09",256,https://www.vakinha.com.br/vaquinha/respirador-e-epi-s-hospital-sao-sebastiao-papanduva-sc,,,
208,Rio Contra o Corona,Instituto Phi,Rio de Janeiro,RJ,"R$ 19.786.373,04","$ 3.805.071,74",6270,https://www.riocontracorona.org/,,,
209,Salve a Turma do Bem,Turma do Bem,São Paulo,SP,"R$ 44.054,00","$ 8.471,92",361,https://www.kickante.com.br/campanhas/salve-turma-do-bem-2,,,
210,Santo Amaro contra o Coronavírus,Ademar Lucas,Rio de Janeiro,RJ,"R$ 37.711,49","$ 7.252,21",368,https://www.vakinha.com.br/vaquinha/santo-amaro-contra-o-corona-virus,,,
211,SAS Brasil na luta contra o coronavírus,SAS Brasil,Itinerante BR,BR,"R$ 1.245.392,00","$ 239.498,46",134,http://sasbrasil.org.br/coronavirus/,,,
212,Segura a Curva das Mães,Segura a Curva das Mães!,São Paulo,SP,"R$ 162.151,77","$ 31.183,03",1257,https://www.vakinha.com.br/vaquinha/segura-a-curva-das-maes,,,
213,Seja um parceiro da FOCUS CIA DE DANÇA,Focus Cia de Dança,Rio de Janeiro,RJ,"R$ 50.201,60","$ 9.654,15",391,https://www.vakinha.com.br/vaquinha/seja-um-parceiro-da-focus-cia-de-danca,,,
214,Sem Luta não há Vitória,HC da FM Botucatu,Botucato,SP,"R$ 39.452,00","$ 7.586,92",364,https://www.charidy.com/hcfmb,,,
215,Show de Generosidade - ACREDITE,Acredite,São Paulo,SP,"R$ 28.820,00","$ 5.542,31",176,https://www.kickante.com.br/campanhas/show-generosidade-acredite,,,
216,Só Track Doa,Só Track Boa,Curitiba,PR,"R$ 620.892,75","$ 119.402,45",2204,https://www.kickante.com.br/campanhas/so-track-doa,,,
217,SO+MOS Música | Faça parte,So+Mos,Nacional,BR,"R$ 90.270,30","$ 17.359,67",1790,https://www.kickante.com.br/campanhas/somos-musica,,,
218,Solar Meninos de Luz + Você,Solar Meninos de Luz,Rio de Janeiro,RJ,"R$ 29.608,70","$ 5.693,98",119,https://meninosdeluz.doareacao.com.br/solarmaisvoce/,,,
219,SOLIDARIEDAUD,UFC,Fortaleza,CE,"R$ 15.110,00","$ 2.905,77",48,https://www.catarse.me/solidariedaud_7ac3,,,
220,Solidariedade em Manguinhos,Jussara Rafael Angelo,Rio de Janeiro,RJ,"R$ 28.035,00","$ 5.391,35",231,https://www.kickante.com.br/campanhas/solidariedade-em-manguinhos-1,,,
221,Solidariedade pra Mudar SP Contra o Coronavírus,@spcontraocoronavirus,São Paulo,SP,"R$ 155.949,00","$ 29.990,19",904,https://www.catarse.me/spcontraocoronavirus?ref=ctrse_explore_projects_we_love,,,
222,SOS - ONG SOCIAL SKATE,Social Skate,Poá,SP,"R$ 16.776,21","$ 3.226,19",116,https://www.vakinha.com.br/vaquinha/sos-ong-social-skate,,,
223,SOS Amigos do CSI - Botafogo,Juliana Medalha Pazos,Rio de Janeiro,RJ,"R$ 25.875,98","$ 4.976,15",258,https://www.vakinha.com.br/vaquinha/sos-amigos-do-csi-botafogo,,,
224,SOS Capão Redondo contra o Coronavírus,Paula Narvaez e amigas da corrida,São Paulo,SP,"R$ 81.807,45","$ 15.732,20",687,https://www.vakinha.com.br/vaquinha/sos-capao-redondo-contra-o-coronavirus,,,
225,SOS Casa do Zezinho contra o Coronavírus,Casa do Zezinho,São Paulo,SP,"R$ 77.859,05","$ 14.972,89",412,https://www.kickante.com.br/campanhas/sos-casa-do-zezinho-ajude,,,
226,SOS DANÇA CIDADE DE SÃO PAULO,Cooperativa Paulista de Dança,São Paulo,SP,"R$ 63.702,00","$ 12.250,38",429,https://www.catarse.me/sos_danca_cidade_de_sao_paulo?ref=ctrse_explore,,,
227,SOS Sinhazinha Meirelles - Tudo isso vai passar,Sinhazinha Meirelles,São Paulo,SP,"R$ 21.620,00","$ 4.157,69",59,https://www.kickante.com.br/campanhas/sos-sinhazinha-meirelles-tudo-isso-vai-passar,,,
228,SP Sem Frio 2020 - O que te aquece?,SP Invisível,São Paulo,SP,"R$ 169.502,00","$ 32.596,54",1350,https://www.catarse.me/spsemfrio2020,,,
229,"STEPS: ""Dê um passo. Salve uma vida.""",STEPS,São Paulo,SP,"R$ 33.134,35","$ 6.371,99",80,https://www.vakinha.com.br/vaquinha/steps-de-um-passo-salve-uma-vida,,,
230,Suporte para Santa Cruz em tempos de Covid19,B.A.S.E.,Rio de Janeiro,RJ,"R$ 61.586,03","$ 11.843,47",415,https://www.vakinha.com.br/vaquinha/suporte-para-santa-cruz-em-tempos-de-covid19,,,
231,Task Brasil,Task Brasil,Rio de Janeiro,RJ,"R$ 23.012,46","$ 4.425,47",0,https://combatecovid.org/task-brasil,,,
232,TODOS CONTRA A FOME,Projeto Resgate,,,"R$ 25.764,67","$ 4.954,74",190,https://www.vakinha.com.br/vaquinha/todos-contra-a-fome-projeto-resgate,,,
233,Todos pelo HCRP na luta contra a COVID-19,FAEPA - Fundação de Apoio ao Ens. Pesq. e Assist. do HCFMRP-USP,Ribeirão Preto,SP,"R$ 267.631,14","$ 51.467,53",1315,https://www.vakinha.com.br/vaquinha/todos-pelo-hcrp-na-luta-contra-o-covid-19-ricardo-de-carvalho-cavalli,,,
234,Todos Unidos,Comunitas,São Paulo,SP,"R$ 786.943,92","$ 151.335,37",6922,https://www.vakinha.com.br/vaquinha/todos-unidos-todos-unidos,,,
235,Troco Amigo - Panvel,Panvel,Porto Alegre,RS,"R$ 9.515,00","$ 1.829,81",0,https://panveltrocoamigocovid.uhuu.com/,Descontada a doação da Panvel,,
236,Um por Todos,Fundação André e Lucia Maggi,Cuiabá,MT,"R$ 486.160,00","$ 93.492,31",0,https://umportodos.org.br/,Descontada a doação de 4 MI da Amaggi,,
237,Uma rede contra o vírus,Instituto Esporte e Educação,São Paulo,SP,"R$ 24.870,00","$ 4.782,69",0,https://iee.abraceumacausa.com.br/,,,
238,União Bahia,Liga do Bem,Salvador,BA,"R$ 191.799,00","$ 36.884,42",1049,https://www.uniaobahia.org/,,,
239,União Rio,União Rio,Rio de Janeiro,RJ,"R$ 28.266.995,00","$ 5.435.960,58",6313,https://benfeitoria.com/uniaorio,,,
240,União SP,Península e RenovaBR,São Paulo,SP,"R$ 19.215.000,00","$ 3.695.192,31",0,https://www.uniaosp.org/,"Descontado o valor da doação da Península Participações, da JHSF e da Advent",,
241,Unidos contra a Covid,Fiocruz,Rio de Janeiro,RJ,"R$ 746.316,74","$ 143.522,45",2343,https://unidos.fiocruz.br/transparencia.html,,,
242,Vamos Ajudar os Parentes Indígenas do Baixo Tapajós,CITA-Conselho Indígena Tapapajós Arapiuns,Santarém,PA,"R$ 44.452,81","$ 8.548,62",522,https://www.vakinha.com.br/vaquinha/vamos-ajudar-os-parentes-indigenas-do-baixo-tapajos,,,
243,Vaquinha do backstage,Vaquinha do backstage,,,"R$ 16.023,35","$ 3.081,41",93,https://www.vakinha.com.br/vaquinha/novak2l2020,,,
244,Ventilador pulmonar para muitos!,Arkmeds,São Paulo,SP,"R$ 71.530,00","$ 13.755,77",148,https://www.kickante.com.br/campanhas/arkmeds-fortaleca-nossa-luta-contra-covid,,,
245, Ventilador Respirador para o Hospital de Santo Anastácio/SP,Hospital de Santo Anastácio,Santo Anastácio,SP,"R$ 28.565,92","$ 5.493,45",414,https://www.vakinha.com.br/vaquinha/compra-de-um-ventilador-respirador-para-o-hospital-de-santo-anastacio-sp,,,
246,VESTA – a máscara do Projeto Égide da Universidade de Brasília,Projeto Égide,Brasília,DF,"R$ 36.226,07","$ 6.966,55",381,https://www.vakinha.com.br/vaquinha/vesta-a-mascara-do-projeto-egide-da-universidade-de-brasilia,,,
247,VC+LDC,Fiocruz,Rio de Janeiro,RJ,"R$ 21.163,00","$ 4.069,81",217,https://www.ldc.com/br/pt/campanhaldc/,,,
248,WimBelemDon,WimBelemDon,Porto Alegre,SP,"R$ 28.760,03","$ 5.530,78",0,https://combatecovid.org/wimbelemdon,,,
,,Total,,,"R$ 279.367.889,23","R$ 53.724.594,08",240.213,,,,
,,,,,,,,,,,
,Campanhas de Doação - offline (mínimo 10 mil reais mobilizados),,,,,,,,,,
,Campanhas,Organizador (a) / Beneficiário,,,Valor Captado,in Dollars,Doadores,Referência,Observação,,
249,#NumerosQueImportam,BTG,,,"R$ 7.000.000,00","$ 1.346.153,85",,https://www.btgpactual.com/numeros-que-importam/,,,
250,Ação Contra o Corona,Ação da Cidadania,Rio de Janeiro,RJ,"R$ 16.938.229,93","$ 3.257.351,91",,https://www.acaodacidadania.com.br/prestando-contas,Descontado o valor mobilizado pela campanha no Benfeitoria e doação Ale Combustíveis,,
251,ACIM,ACIM,Maringá,PR,"R$ 1.000.000,00","$ 192.307,69",,https://globoplay.globo.com/v/8535885/,,,
252,"Associação Brasileira das Indústrias de Produtos de Higiene, Limpeza e Saneantes de Uso Doméstico e de Uso Profissional (ABIPLA)",ABIPLA,,,"R$ 7.000.000,00","$ 1.346.153,85",,https://www1.folha.uol.com.br/empreendedorsocial/2020/06/marcas-de-limpeza-e-higiene-doam-produtos-epis-e-ate-lavagem-de-roupa-na-pandemia.shtml,,,
253,Associação Brasileira dos Criadores do Cavalo Mangalarga Marchador,Associação Brasileira dos Criadores do Cavalo Mangalarga Marchador,Belo Horizonte,MG,"R$ 200.000,00","$ 38.461,54",,https://www.revistaencontro.com.br/canal/comportamento/2020/06/um-brasil-mais-solidario.html,,,
254,"Atitude Cidadã - Está em nossas mãos,",Sistema Jornal do Commercio de Comunicação,Recife,PE,"R$ 1.502.269,00","$ 288.897,88",419,https://jc.ne10.uol.com.br/pernambuco/2020/05/5610438-campanha-atitude-cidada---esta-em-nossas-maos-arrecadou-mais-de-r--1-5-milhao-em-dinheiro-e-produtos.html,,,
255,brMalls do Bem,BR Malls,,,"R$ 1.145.000,00","$ 220.192,31",,https://www1.folha.uol.com.br/empreendedorsocial/2020/06/doacoes-de-cestas-basicas-digitais-e-alimentos-combatem-a-fome-na-pandemia.shtml,,,
256,Central de Doações do Rio Grande do Norte,Central de Doações RN,Natal,RN,"R$ 1.600.000,00","$ 307.692,31",,http://www.tribunadonorte.com.br/noticia/central-ja-arrecadou-mais-de-r-1-6-milha-o-em-doaa-a-es/479500,,,
257,Centro Brasileiro de Mediação e Arbitragem,Centro Brasileiro de Mediação e Arbitragem,Rio de Janeiro,RJ,"R$ 850.000,00","$ 163.461,54",218,https://g1.globo.com/jornal-nacional/noticia/2020/06/10/solidariedade-sa-doacao-de-insumos-e-equipamentos-de-protecao-individual.ghtml,,,
258,Colégoio Santa Cruz,Colégio Santa Cruz,São Paulo,SP,"R$ 348.537,96","$ 67.026,53",,https://wordpress.santacruz.g12.br/noticia/acoes-emergenciais/?fbclid=IwAR2RmgSjL9Xng4Nu9HbE2deS7sf1dIZlZTNLhNzJt6GVsChbjB1tUIHx6ro,,,
259,Cores Solidárias ABRAPP,ABRAPP,Nacional,BR,"R$ 256.350,00","$ 49.298,08",28,https://pintorabrapp.com.br/coressolidarias/,,,
